,id_visitor,dim_session_number,ds,ts_min,ts_max,did_search,sent_message,sent_booking_request,deltat,desktop,phone,other
14,ed1329a6-064d-47e9-93bc-93f5a50822df,8,2014-12-03 00:00:00,2014-12-03 02:49:56,2014-12-03 02:50:01,0,0,0,0 days 00:00:05.000000000,1,0,0
15,ed1329a6-064d-47e9-93bc-93f5a50822df,9,2014-12-04 00:00:00,2014-12-04 06:07:06,2014-12-04 06:09:52,1,0,0,0 days 00:02:46.000000000,1,0,0
16,ed1329a6-064d-47e9-93bc-93f5a50822df,10,2014-12-04 00:00:00,2014-12-04 06:46:27,2014-12-04 06:55:41,1,1,1,0 days 00:09:14.000000000,1,0,0
17,ed1329a6-064d-47e9-93bc-93f5a50822df,11,2014-12-04 00:00:00,2014-12-04 08:42:34,2014-12-04 08:42:35,0,0,0,0 days 00:00:01.000000000,0,1,0
18,ed1329a6-064d-47e9-93bc-93f5a50822df,12,2014-12-04 00:00:00,2014-12-04 08:44:22,2014-12-04 09:30:00,1,0,0,0 days 00:45:38.000000000,0,1,0
19,ed1329a6-064d-47e9-93bc-93f5a50822df,13,2014-12-04 00:00:00,2014-12-04 10:35:12,2014-12-04 10:35:22,0,0,0,0 days 00:00:10.000000000,1,0,0
20,ed1329a6-064d-47e9-93bc-93f5a50822df,14,2014-12-04 00:00:00,2014-12-04 20:03:30,2014-12-04 20:03:34,0,0,0,0 days 00:00:04.000000000,0,1,0
21,ed1329a6-064d-47e9-93bc-93f5a50822df,15,2014-12-05 00:00:00,2014-12-05 02:29:54,2014-12-05 02:48:50,0,1,1,0 days 00:18:56.000000000,1,0,0
22,ed1329a6-064d-47e9-93bc-93f5a50822df,16,2014-12-05 00:00:00,2014-12-05 04:12:03,2014-12-05 04:20:44,1,0,0,0 days 00:08:41.000000000,1,0,0
23,ed1329a6-064d-47e9-93bc-93f5a50822df,17,2014-12-05 00:00:00,2014-12-05 04:54:34,2014-12-05 05:16:45,1,0,0,0 days 00:22:11.000000000,1,0,0
24,ed1329a6-064d-47e9-93bc-93f5a50822df,18,2014-12-05 00:00:00,2014-12-05 06:20:19,2014-12-05 09:18:12,1,1,1,0 days 02:57:53.000000000,1,0,0
25,ed1329a6-064d-47e9-93bc-93f5a50822df,19,2014-12-05 00:00:00,2014-12-05 11:37:13,2014-12-05 11:40:47,1,0,0,0 days 00:03:34.000000000,1,0,0
26,ed1329a6-064d-47e9-93bc-93f5a50822df,20,2014-12-05 00:00:00,2014-12-05 12:28:42,2014-12-05 12:31:07,1,0,0,0 days 00:02:25.000000000,1,0,0
27,ed1329a6-064d-47e9-93bc-93f5a50822df,21,2014-12-05 00:00:00,2014-12-05 13:05:35,2014-12-05 13:32:38,1,0,0,0 days 00:27:03.000000000,1,0,0
28,ed1329a6-064d-47e9-93bc-93f5a50822df,22,2014-12-05 00:00:00,2014-12-05 14:20:13,2014-12-05 14:39:19,1,0,0,0 days 00:19:06.000000000,1,0,0
29,ed1329a6-064d-47e9-93bc-93f5a50822df,23,2014-12-05 00:00:00,2014-12-05 23:16:08,2014-12-06 01:42:40,1,1,1,0 days 02:26:32.000000000,1,0,0
30,ed1329a6-064d-47e9-93bc-93f5a50822df,24,2014-12-06 00:00:00,2014-12-06 03:17:06,2014-12-06 04:20:31,1,0,0,0 days 01:03:25.000000000,1,0,0
31,ed1329a6-064d-47e9-93bc-93f5a50822df,25,2014-12-06 00:00:00,2014-12-06 11:50:11,2014-12-06 12:40:43,1,1,1,0 days 00:50:32.000000000,1,0,0
32,ed1329a6-064d-47e9-93bc-93f5a50822df,26,2014-12-06 00:00:00,2014-12-06 22:38:49,2014-12-06 22:40:00,0,0,0,0 days 00:01:11.000000000,0,1,0
33,ed1329a6-064d-47e9-93bc-93f5a50822df,27,2014-12-07 00:00:00,2014-12-07 02:01:24,2014-12-07 02:03:17,0,0,1,0 days 00:01:53.000000000,1,0,0
34,ed1329a6-064d-47e9-93bc-93f5a50822df,28,2014-12-07 00:00:00,2014-12-07 13:01:22,2014-12-07 13:03:12,0,0,1,0 days 00:01:50.000000000,1,0,0
35,ed1329a6-064d-47e9-93bc-93f5a50822df,29,2014-12-07 00:00:00,2014-12-07 22:36:11,2014-12-07 22:38:08,0,0,0,0 days 00:01:57.000000000,1,0,0
36,ed1329a6-064d-47e9-93bc-93f5a50822df,30,2014-12-08 00:00:00,2014-12-08 04:06:53,2014-12-08 04:06:57,0,1,0,0 days 00:00:04.000000000,1,0,0
37,ed1329a6-064d-47e9-93bc-93f5a50822df,31,2014-12-08 00:00:00,2014-12-08 05:19:01,2014-12-08 05:19:04,0,0,0,0 days 00:00:03.000000000,1,0,0
38,ed1329a6-064d-47e9-93bc-93f5a50822df,32,2014-12-08 00:00:00,2014-12-08 21:30:43,2014-12-08 21:30:45,0,0,0,0 days 00:00:02.000000000,1,0,0
39,ed1329a6-064d-47e9-93bc-93f5a50822df,33,2014-12-09 00:00:00,2014-12-09 09:24:54,2014-12-09 09:28:09,0,1,1,0 days 00:03:15.000000000,1,0,0
40,ed1329a6-064d-47e9-93bc-93f5a50822df,34,2014-12-11 00:00:00,2014-12-11 14:36:43,2014-12-11 14:47:50,1,0,1,0 days 00:11:07.000000000,1,0,0
41,ed1329a6-064d-47e9-93bc-93f5a50822df,35,2014-12-15 00:00:00,2014-12-15 11:24:44,2014-12-15 11:45:43,1,1,1,0 days 00:20:59.000000000,1,0,0
42,ed1329a6-064d-47e9-93bc-93f5a50822df,36,2014-12-15 00:00:00,2014-12-15 12:17:42,2014-12-15 12:29:05,1,1,1,0 days 00:11:23.000000000,1,0,0
43,ed1329a6-064d-47e9-93bc-93f5a50822df,37,2014-12-15 00:00:00,2014-12-15 23:23:42,2014-12-15 23:25:38,0,1,0,0 days 00:01:56.000000000,1,0,0
44,ed1329a6-064d-47e9-93bc-93f5a50822df,38,2014-12-16 00:00:00,2014-12-16 12:04:35,2014-12-16 12:05:00,0,0,1,0 days 00:00:25.000000000,1,0,0
45,ed1329a6-064d-47e9-93bc-93f5a50822df,39,2014-12-17 00:00:00,2014-12-17 13:13:50,2014-12-17 14:24:06,1,1,1,0 days 01:10:16.000000000,1,0,0
46,ed1329a6-064d-47e9-93bc-93f5a50822df,40,2014-12-17 00:00:00,2014-12-17 13:47:34,2014-12-17 14:51:43,0,1,0,0 days 01:04:09.000000000,0,1,0
47,ed1329a6-064d-47e9-93bc-93f5a50822df,41,2014-12-19 00:00:00,2014-12-19 11:30:42,2014-12-19 11:30:57,0,0,0,0 days 00:00:15.000000000,1,0,0
48,ed1329a6-064d-47e9-93bc-93f5a50822df,42,2014-12-24 00:00:00,2014-12-24 15:51:56,2014-12-24 15:56:32,0,1,0,0 days 00:04:36.000000000,1,0,0
49,ed1329a6-064d-47e9-93bc-93f5a50822df,43,2014-12-24 00:00:00,2014-12-24 16:30:33,2014-12-24 16:30:36,0,0,0,0 days 00:00:03.000000000,1,0,0
50,ed1329a6-064d-47e9-93bc-93f5a50822df,44,2014-12-27 00:00:00,2014-12-27 00:02:25,2014-12-27 00:03:30,0,1,0,0 days 00:01:05.000000000,1,0,0
51,ed1329a6-064d-47e9-93bc-93f5a50822df,45,2014-12-28 00:00:00,2014-12-28 01:34:21,2014-12-28 02:17:13,0,1,0,0 days 00:42:52.000000000,1,0,0
52,ed1329a6-064d-47e9-93bc-93f5a50822df,46,2014-12-28 00:00:00,2014-12-28 05:05:42,2014-12-28 05:29:30,0,1,0,0 days 00:23:48.000000000,1,0,0
53,ed1329a6-064d-47e9-93bc-93f5a50822df,47,2014-12-30 00:00:00,2014-12-30 06:19:26,2014-12-30 06:24:04,0,0,0,0 days 00:04:38.000000000,1,0,0
54,ed1329a6-064d-47e9-93bc-93f5a50822df,48,2014-12-30 00:00:00,2014-12-30 07:37:42,2014-12-30 07:39:44,0,1,0,0 days 00:02:02.000000000,1,0,0
55,ed1329a6-064d-47e9-93bc-93f5a50822df,49,2014-12-30 00:00:00,2014-12-30 15:42:15,2014-12-30 15:44:49,0,0,0,0 days 00:02:34.000000000,1,0,0
56,ed1329a6-064d-47e9-93bc-93f5a50822df,50,2014-12-31 00:00:00,2014-12-31 10:05:58,2014-12-31 10:20:50,1,1,0,0 days 00:14:52.000000000,1,0,0
57,ed1329a6-064d-47e9-93bc-93f5a50822df,51,2015-01-01 00:00:00,2015-01-01 12:52:30,2015-01-01 13:14:06,0,0,0,0 days 00:21:36.000000000,1,0,0
58,ed1329a6-064d-47e9-93bc-93f5a50822df,52,2015-01-01 00:00:00,2015-01-01 19:54:00,2015-01-01 19:54:03,0,1,0,0 days 00:00:03.000000000,1,0,0
59,ed1329a6-064d-47e9-93bc-93f5a50822df,53,2015-01-02 00:00:00,2015-01-02 12:03:25,2015-01-02 12:15:06,0,1,0,0 days 00:11:41.000000000,1,0,0
60,ed1329a6-064d-47e9-93bc-93f5a50822df,54,2015-01-04 00:00:00,2015-01-04 18:42:18,2015-01-04 18:47:31,1,0,0,0 days 00:05:13.000000000,1,0,0
61,ed1329a6-064d-47e9-93bc-93f5a50822df,55,2015-01-09 00:00:00,2015-01-09 07:19:33,2015-01-09 07:19:36,0,0,0,0 days 00:00:03.000000000,1,0,0
62,ed1329a6-064d-47e9-93bc-93f5a50822df,56,2015-01-09 00:00:00,2015-01-09 09:31:04,2015-01-09 10:02:19,0,1,0,0 days 00:31:15.000000000,1,0,0
63,ed1329a6-064d-47e9-93bc-93f5a50822df,57,2015-01-15 00:00:00,2015-01-15 12:47:21,2015-01-15 12:47:26,0,0,0,0 days 00:00:05.000000000,1,0,0
64,ed1329a6-064d-47e9-93bc-93f5a50822df,58,2015-01-16 00:00:00,2015-01-16 11:20:42,2015-01-16 11:40:34,0,1,0,0 days 00:19:52.000000000,1,0,0
65,ed1329a6-064d-47e9-93bc-93f5a50822df,59,2015-01-16 00:00:00,2015-01-16 19:45:08,2015-01-16 20:55:11,0,1,0,0 days 01:10:03.000000000,0,1,0
66,ed1329a6-064d-47e9-93bc-93f5a50822df,60,2015-01-17 00:00:00,2015-01-17 10:46:48,2015-01-17 11:12:00,0,0,0,0 days 00:25:12.000000000,1,0,0
67,ed1329a6-064d-47e9-93bc-93f5a50822df,61,2015-01-17 00:00:00,2015-01-17 13:43:46,2015-01-17 13:51:41,0,0,0,0 days 00:07:55.000000000,1,0,0
68,ed1329a6-064d-47e9-93bc-93f5a50822df,62,2015-01-18 00:00:00,2015-01-18 21:25:13,2015-01-18 21:45:36,1,1,0,0 days 00:20:23.000000000,1,0,0
69,ed1329a6-064d-47e9-93bc-93f5a50822df,63,2015-01-19 00:00:00,2015-01-19 19:21:11,2015-01-19 19:31:57,0,0,0,0 days 00:10:46.000000000,1,0,0
70,ed1329a6-064d-47e9-93bc-93f5a50822df,64,2015-01-19 00:00:00,2015-01-19 21:10:30,2015-01-19 21:10:32,0,0,0,0 days 00:00:02.000000000,1,0,0
71,ed1329a6-064d-47e9-93bc-93f5a50822df,65,2015-01-22 00:00:00,2015-01-22 07:57:29,2015-01-22 08:01:02,1,0,0,0 days 00:03:33.000000000,1,0,0
72,ed1329a6-064d-47e9-93bc-93f5a50822df,66,2015-01-22 00:00:00,2015-01-22 18:37:18,2015-01-22 18:37:25,0,0,0,0 days 00:00:07.000000000,1,0,0
73,ed1329a6-064d-47e9-93bc-93f5a50822df,67,2015-01-23 00:00:00,2015-01-23 10:19:55,2015-01-23 10:41:33,0,1,0,0 days 00:21:38.000000000,1,0,0
74,ed1329a6-064d-47e9-93bc-93f5a50822df,68,2015-01-25 00:00:00,2015-01-25 19:50:11,2015-01-25 19:50:12,0,0,0,0 days 00:00:01.000000000,1,0,0
75,ed1329a6-064d-47e9-93bc-93f5a50822df,69,2015-01-27 00:00:00,2015-01-27 21:43:32,2015-01-27 22:29:11,0,0,0,0 days 00:45:39.000000000,1,0,0
76,ed1329a6-064d-47e9-93bc-93f5a50822df,70,2015-02-01 00:00:00,2015-02-01 10:50:20,2015-02-01 11:32:46,1,0,0,0 days 00:42:26.000000000,1,0,0
77,ed1329a6-064d-47e9-93bc-93f5a50822df,71,2015-02-02 00:00:00,2015-02-02 10:30:10,2015-02-02 10:30:14,0,0,0,0 days 00:00:04.000000000,1,0,0
78,ed1329a6-064d-47e9-93bc-93f5a50822df,72,2015-02-02 00:00:00,2015-02-02 13:44:27,2015-02-02 14:30:45,1,1,1,0 days 00:46:18.000000000,1,0,0
79,ed1329a6-064d-47e9-93bc-93f5a50822df,73,2015-02-02 00:00:00,2015-02-02 14:31:19,2015-02-02 14:32:18,0,0,0,0 days 00:00:59.000000000,0,1,0
80,ed1329a6-064d-47e9-93bc-93f5a50822df,74,2015-02-02 00:00:00,2015-02-02 23:29:49,2015-02-02 23:41:15,0,0,0,0 days 00:11:26.000000000,0,1,0
81,ed1329a6-064d-47e9-93bc-93f5a50822df,75,2015-02-03 00:00:00,2015-02-03 00:12:48,2015-02-03 00:16:16,0,1,0,0 days 00:03:28.000000000,1,0,0
82,ed1329a6-064d-47e9-93bc-93f5a50822df,76,2015-02-03 00:00:00,2015-02-03 01:57:10,2015-02-03 02:12:31,0,0,0,0 days 00:15:21.000000000,0,1,0
83,ed1329a6-064d-47e9-93bc-93f5a50822df,77,2015-02-03 00:00:00,2015-02-03 02:03:36,2015-02-03 02:07:16,0,0,0,0 days 00:03:40.000000000,1,0,0
84,ed1329a6-064d-47e9-93bc-93f5a50822df,78,2015-02-03 00:00:00,2015-02-03 06:39:12,2015-02-03 07:03:09,0,0,0,0 days 00:23:57.000000000,1,0,0
85,ed1329a6-064d-47e9-93bc-93f5a50822df,79,2015-02-10 00:00:00,2015-02-10 06:06:53,2015-02-10 06:09:38,0,0,0,0 days 00:02:45.000000000,0,1,0
86,ed1329a6-064d-47e9-93bc-93f5a50822df,80,2015-02-10 00:00:00,2015-02-10 12:28:04,2015-02-10 12:28:05,0,0,0,0 days 00:00:01.000000000,0,1,0
87,ed1329a6-064d-47e9-93bc-93f5a50822df,81,2015-02-13 00:00:00,2015-02-13 12:24:50,2015-02-13 12:42:18,1,1,1,0 days 00:17:28.000000000,1,0,0
88,ed1329a6-064d-47e9-93bc-93f5a50822df,82,2015-02-16 00:00:00,2015-02-16 21:14:53,2015-02-16 21:15:40,0,0,0,0 days 00:00:47.000000000,0,1,0
89,9cbe564a-1263-451e-bdab-1ed4967095ef,164,2015-03-15 00:00:00,2015-03-15 04:07:19,2015-03-15 04:07:27,0,0,0,0 days 00:00:08.000000000,0,1,0
90,9cbe564a-1263-451e-bdab-1ed4967095ef,165,2015-03-18 00:00:00,2015-03-18 04:21:33,2015-03-18 04:21:36,0,0,0,0 days 00:00:03.000000000,0,1,0
91,9cbe564a-1263-451e-bdab-1ed4967095ef,166,2015-03-27 00:00:00,2015-03-27 07:58:08,2015-03-27 08:04:14,0,0,0,0 days 00:06:06.000000000,1,0,0
92,9cbe564a-1263-451e-bdab-1ed4967095ef,167,2015-03-27 00:00:00,2015-03-27 20:11:02,2015-03-27 20:23:47,0,1,0,0 days 00:12:45.000000000,1,0,0
93,9cbe564a-1263-451e-bdab-1ed4967095ef,168,2015-03-31 00:00:00,2015-03-31 22:21:54,2015-03-31 22:22:08,0,0,0,0 days 00:00:14.000000000,0,1,0
94,9cbe564a-1263-451e-bdab-1ed4967095ef,169,2015-03-31 00:00:00,2015-03-31 22:23:32,2015-03-31 22:27:07,0,1,0,0 days 00:03:35.000000000,0,1,0
95,9cbe564a-1263-451e-bdab-1ed4967095ef,1,2014-06-05 00:00:00,2014-06-05 21:45:04,2014-06-05 21:45:26,0,0,0,0 days 00:00:22.000000000,1,0,0
96,9cbe564a-1263-451e-bdab-1ed4967095ef,2,2014-06-06 00:00:00,2014-06-06 12:05:02,2014-06-06 12:05:23,0,0,0,0 days 00:00:21.000000000,0,0,1
97,9cbe564a-1263-451e-bdab-1ed4967095ef,3,2014-06-06 00:00:00,2014-06-06 12:14:33,2014-06-06 12:18:36,0,1,0,0 days 00:04:03.000000000,1,0,0
98,9cbe564a-1263-451e-bdab-1ed4967095ef,4,2014-06-12 00:00:00,2014-06-12 01:07:49,2014-06-12 01:07:59,0,0,0,0 days 00:00:10.000000000,1,0,0
99,9cbe564a-1263-451e-bdab-1ed4967095ef,5,2014-06-27 00:00:00,2014-06-27 05:23:14,2014-06-27 05:32:10,1,0,0,0 days 00:08:56.000000000,1,0,0
100,9cbe564a-1263-451e-bdab-1ed4967095ef,6,2014-06-27 00:00:00,2014-06-27 10:56:05,2014-06-27 11:01:35,0,1,0,0 days 00:05:30.000000000,1,0,0
101,9cbe564a-1263-451e-bdab-1ed4967095ef,7,2014-07-05 00:00:00,2014-07-05 10:45:20,2014-07-05 11:16:33,0,1,0,0 days 00:31:13.000000000,1,0,0
102,9cbe564a-1263-451e-bdab-1ed4967095ef,8,2014-07-05 00:00:00,2014-07-05 12:02:24,2014-07-05 12:02:26,0,0,0,0 days 00:00:02.000000000,1,0,0
103,9cbe564a-1263-451e-bdab-1ed4967095ef,9,2014-07-05 00:00:00,2014-07-05 21:21:14,2014-07-05 21:45:38,0,1,0,0 days 00:24:24.000000000,1,0,0
104,9cbe564a-1263-451e-bdab-1ed4967095ef,10,2014-07-05 00:00:00,2014-07-05 23:35:30,2014-07-05 23:35:40,0,0,0,0 days 00:00:10.000000000,1,0,0
105,9cbe564a-1263-451e-bdab-1ed4967095ef,11,2014-07-06 00:00:00,2014-07-06 00:12:54,2014-07-06 00:14:30,0,0,0,0 days 00:01:36.000000000,1,0,0
106,9cbe564a-1263-451e-bdab-1ed4967095ef,12,2014-07-06 00:00:00,2014-07-06 02:26:47,2014-07-06 02:27:06,0,0,0,0 days 00:00:19.000000000,1,0,0
107,9cbe564a-1263-451e-bdab-1ed4967095ef,13,2014-07-06 00:00:00,2014-07-06 07:14:00,2014-07-06 07:18:20,0,0,0,0 days 00:04:20.000000000,1,0,0
108,9cbe564a-1263-451e-bdab-1ed4967095ef,14,2014-07-28 00:00:00,2014-07-28 09:24:14,2014-07-28 09:26:44,0,0,0,0 days 00:02:30.000000000,0,1,0
109,9cbe564a-1263-451e-bdab-1ed4967095ef,15,2014-07-28 00:00:00,2014-07-28 09:24:26,2014-07-28 09:36:35,0,1,0,0 days 00:12:09.000000000,0,1,0
110,9cbe564a-1263-451e-bdab-1ed4967095ef,16,2014-07-28 00:00:00,2014-07-28 09:24:36,2014-07-28 09:36:37,0,0,0,0 days 00:12:01.000000000,0,0,1
111,9cbe564a-1263-451e-bdab-1ed4967095ef,17,2014-08-13 00:00:00,2014-08-13 02:32:28,2014-08-13 02:56:04,1,1,0,0 days 00:23:36.000000000,1,0,0
112,9cbe564a-1263-451e-bdab-1ed4967095ef,18,2014-08-13 00:00:00,2014-08-13 03:37:48,2014-08-13 03:37:48,0,0,0,0 days 00:00:00.000000000,1,0,0
113,9cbe564a-1263-451e-bdab-1ed4967095ef,19,2014-08-13 00:00:00,2014-08-13 10:10:51,2014-08-13 10:16:14,0,0,0,0 days 00:05:23.000000000,1,0,0
114,9cbe564a-1263-451e-bdab-1ed4967095ef,20,2014-08-14 00:00:00,2014-08-14 20:12:29,2014-08-14 20:36:24,0,0,0,0 days 00:23:55.000000000,1,0,0
115,9cbe564a-1263-451e-bdab-1ed4967095ef,21,2014-08-14 00:00:00,2014-08-14 20:25:57,2014-08-14 20:26:07,0,0,0,0 days 00:00:10.000000000,0,1,0
116,9cbe564a-1263-451e-bdab-1ed4967095ef,22,2014-08-14 00:00:00,2014-08-14 20:25:58,2014-08-14 20:26:02,0,0,0,0 days 00:00:04.000000000,0,1,0
117,9cbe564a-1263-451e-bdab-1ed4967095ef,23,2014-08-15 00:00:00,2014-08-15 01:17:40,2014-08-15 01:24:00,0,1,0,0 days 00:06:20.000000000,1,0,0
118,9cbe564a-1263-451e-bdab-1ed4967095ef,24,2014-08-15 00:00:00,2014-08-15 11:18:58,2014-08-15 11:23:55,0,1,0,0 days 00:04:57.000000000,1,0,0
119,9cbe564a-1263-451e-bdab-1ed4967095ef,25,2014-08-19 00:00:00,2014-08-19 07:48:29,2014-08-19 07:54:03,0,1,0,0 days 00:05:34.000000000,1,0,0
120,9cbe564a-1263-451e-bdab-1ed4967095ef,26,2014-08-26 00:00:00,2014-08-26 00:54:44,2014-08-26 00:54:56,0,0,0,0 days 00:00:12.000000000,1,0,0
121,9cbe564a-1263-451e-bdab-1ed4967095ef,27,2014-08-26 00:00:00,2014-08-26 02:18:05,2014-08-26 02:18:08,0,0,0,0 days 00:00:03.000000000,1,0,0
122,9cbe564a-1263-451e-bdab-1ed4967095ef,28,2014-09-03 00:00:00,2014-09-03 10:49:30,2014-09-03 10:51:55,0,1,0,0 days 00:02:25.000000000,1,0,0
123,9cbe564a-1263-451e-bdab-1ed4967095ef,29,2014-09-06 00:00:00,2014-09-06 08:30:17,2014-09-06 08:38:29,0,0,0,0 days 00:08:12.000000000,1,0,0
124,9cbe564a-1263-451e-bdab-1ed4967095ef,30,2014-09-06 00:00:00,2014-09-06 10:35:19,2014-09-06 10:51:36,0,0,0,0 days 00:16:17.000000000,1,0,0
125,9cbe564a-1263-451e-bdab-1ed4967095ef,31,2014-09-08 00:00:00,2014-09-08 03:49:34,2014-09-08 03:50:48,0,0,0,0 days 00:01:14.000000000,1,0,0
126,9cbe564a-1263-451e-bdab-1ed4967095ef,32,2014-09-18 00:00:00,2014-09-18 11:06:35,2014-09-18 11:19:48,0,1,0,0 days 00:13:13.000000000,1,0,0
127,9cbe564a-1263-451e-bdab-1ed4967095ef,33,2014-09-18 00:00:00,2014-09-18 19:25:01,2014-09-18 19:26:09,0,0,0,0 days 00:01:08.000000000,0,1,0
128,9cbe564a-1263-451e-bdab-1ed4967095ef,34,2014-09-18 00:00:00,2014-09-18 19:25:23,2014-09-18 19:25:24,0,0,0,0 days 00:00:01.000000000,0,1,0
129,9cbe564a-1263-451e-bdab-1ed4967095ef,35,2014-09-18 00:00:00,2014-09-18 20:48:46,2014-09-18 20:52:46,0,1,0,0 days 00:04:00.000000000,1,0,0
130,9cbe564a-1263-451e-bdab-1ed4967095ef,36,2014-09-18 00:00:00,2014-09-18 21:56:09,2014-09-18 21:59:34,0,1,0,0 days 00:03:25.000000000,1,0,0
131,9cbe564a-1263-451e-bdab-1ed4967095ef,37,2014-09-24 00:00:00,2014-09-24 06:19:10,2014-09-24 06:19:25,0,0,0,0 days 00:00:15.000000000,0,1,0
132,9cbe564a-1263-451e-bdab-1ed4967095ef,38,2014-09-24 00:00:00,2014-09-24 06:19:36,2014-09-24 06:21:28,0,1,0,0 days 00:01:52.000000000,0,1,0
133,9cbe564a-1263-451e-bdab-1ed4967095ef,39,2014-09-24 00:00:00,2014-09-24 08:22:16,2014-09-24 08:22:22,0,0,0,0 days 00:00:06.000000000,0,1,0
134,9cbe564a-1263-451e-bdab-1ed4967095ef,40,2014-09-24 00:00:00,2014-09-24 08:22:28,2014-09-24 08:24:38,0,1,0,0 days 00:02:10.000000000,0,1,0
135,9cbe564a-1263-451e-bdab-1ed4967095ef,41,2014-09-24 00:00:00,2014-09-24 09:21:15,2014-09-24 09:33:11,0,0,0,0 days 00:11:56.000000000,0,1,0
136,9cbe564a-1263-451e-bdab-1ed4967095ef,42,2014-09-24 00:00:00,2014-09-24 09:21:24,2014-09-24 09:32:45,0,1,0,0 days 00:11:21.000000000,0,1,0
137,9cbe564a-1263-451e-bdab-1ed4967095ef,43,2014-09-24 00:00:00,2014-09-24 10:24:12,2014-09-24 10:57:09,0,1,0,0 days 00:32:57.000000000,1,0,0
138,9cbe564a-1263-451e-bdab-1ed4967095ef,44,2014-09-27 00:00:00,2014-09-27 20:03:06,2014-09-27 20:08:06,0,1,0,0 days 00:05:00.000000000,1,0,0
139,9cbe564a-1263-451e-bdab-1ed4967095ef,45,2014-09-28 00:00:00,2014-09-28 11:53:32,2014-09-28 12:00:00,0,1,0,0 days 00:06:28.000000000,1,0,0
140,9cbe564a-1263-451e-bdab-1ed4967095ef,46,2014-09-30 00:00:00,2014-09-30 05:14:51,2014-09-30 05:15:01,0,0,0,0 days 00:00:10.000000000,0,1,0
141,9cbe564a-1263-451e-bdab-1ed4967095ef,47,2014-09-30 00:00:00,2014-09-30 05:15:09,2014-09-30 05:19:06,0,1,0,0 days 00:03:57.000000000,0,1,0
142,9cbe564a-1263-451e-bdab-1ed4967095ef,48,2014-09-30 00:00:00,2014-09-30 09:22:03,2014-09-30 09:22:11,0,0,0,0 days 00:00:08.000000000,0,1,0
143,9cbe564a-1263-451e-bdab-1ed4967095ef,49,2014-09-30 00:00:00,2014-09-30 09:22:17,2014-09-30 09:23:23,0,0,0,0 days 00:01:06.000000000,0,1,0
144,9cbe564a-1263-451e-bdab-1ed4967095ef,50,2014-09-30 00:00:00,2014-09-30 18:22:30,2014-09-30 18:22:38,0,0,0,0 days 00:00:08.000000000,1,0,0
145,9cbe564a-1263-451e-bdab-1ed4967095ef,51,2014-10-01 00:00:00,2014-10-01 10:57:01,2014-10-01 10:57:02,0,0,0,0 days 00:00:01.000000000,0,1,0
