lat,link,lng,search_string,year
47.4703976,http://publications.americanalpineclub.org/articles/12198518701/North-America-United-States-Washington-Cascade-Mountains-West-Annapurna-Stuart-Range,-120.7850865,"Washington, Stuart Range",1985
43.1835193,http://publications.americanalpineclub.org/articles/12198617203/North-America-United-States-Wyoming-Bears-Tooth-Wind-River-Range,-109.6526115,"Wyoming, Wind River Range",1986
48.5483334,http://publications.americanalpineclub.org/articles/12198813001/North-America-United-States-Washington-Cascade-Mountains-Silverstar-Mountain-1986,-120.5860662,"Washington, Silverstar Mountain",1988
51.0192986,http://publications.americanalpineclub.org/articles/12198814701/North-America-Canada-British-Columbia-Mount-Winstone-North-Face-British-Columbia-Coast-Range-1986,-123.7543249,Mount Winstone,1988
24.8008982,http://publications.americanalpineclub.org/articles/12198815501/North-America-Mexico-Cerro-Blanco,-104.0658738,"Penon Blanco, Mexico",1988
42.9819001,http://publications.americanalpineclub.org/articles/12199017702/United-States-Wyoming-Wind-River-Range-Wolverine-Peak-North-Buttress-1988,-109.357359,"Wyoming, Wolverine Peak",1990
50.5991666,http://publications.americanalpineclub.org/articles/12199517402/North-America-Canada-British-Columbia-Rufous-Peak-Northwest-Face,-123.0725,"Canada, Northwest Face",1995
38.105,http://publications.americanalpineclub.org/articles/12199714201/North-America-United-States-California-Sawtooth-Ridge-Orangesmith,-119.3952777,"California, Sawtooth Ridge",1997
38.0449208,http://publications.americanalpineclub.org/articles/12199714202/North-America-United-States-California-Quarrys-South-Peak-New-Route,-119.419052,"California, Quarry's South Peak",1997
34.0290059,http://publications.americanalpineclub.org/articles/12197012402/North-America-United-States-California-Sierra-Nevada-White-Elephant-Southwest-Face-Joshua-Tree-National-Monument,-116.1500498,"California, ""White Elephant",1970
34.9125169,http://publications.americanalpineclub.org/articles/12197013001/North-America-United-States-Arizona-Christianity-Tower-Church-Towers,-111.7268235,Oak Creek Canyon,1970
37.4543843,http://publications.americanalpineclub.org/articles/12197211903/North-America-United-States-CaliforniaSierra-Nevada-Fresno-Dome-Southwest-Face,-119.5365338,"California, Fresno Dome",1972
36.5899349,http://publications.americanalpineclub.org/articles/12197212002/North-America-United-States-CaliforniaSierra-Nevada-Mount-Russell-Northeast-Face,-118.2906469,"California, Mount Russell",1972
36.5885514,http://publications.americanalpineclub.org/articles/12196939102/North-America-United-States-California-Sierra-Nevada-Premiere-Buttress,-118.2377882,Whitney Portal,1972
38.5744302,http://publications.americanalpineclub.org/articles/12197212901/North-America-United-States-Utah-The-Bride,-109.5689711,"Moab, UT",1972
50.4150602,http://publications.americanalpineclub.org/articles/12197214501/North-America-Canada-Interior-Ranges-The-Lieutenants-East-Face-Purcells,-116.6046182,"Canada, Purcells",1972
36.5766015,http://publications.americanalpineclub.org/articles/12197341802/North-America-United-States-California-Sierra-Nevada-Mount-Thor-South-Face,-118.265924,"California, Mount Thor",1973
37.3539366,http://publications.americanalpineclub.org/articles/12197341803/North-America-United-States-California-Sierra-Nevada-Eagle-Beaks-East-Face,-119.4446078,"California, East Face",1973
36.538824,http://publications.americanalpineclub.org/articles/12197341901/North-America-United-States-California-Sierra-Nevada-Mount-Corocran-Southwest-Face,-118.2500892,"California, Mount Corocran",1973
48.9736665,http://publications.americanalpineclub.org/articles/12197414402/North-America-United-States-Washington-Cascade-Mountains-Castle-Peak-North-Face,-120.9089936,"Castle Peak, WA",1974
36.2721848,http://publications.americanalpineclub.org/articles/12197414901/North-America-United-States-Nevada-Mount-Charleston,-115.6950191,"Nevada, Mount Charleston",1974
36.1087039,http://publications.americanalpineclub.org/articles/12197512902/North-America-United-States-CaliforniaSierra-Nevada-Sorcerer-Needle-North-Face,-118.4884691,"CA, The Needles",1975
24.8008982,http://publications.americanalpineclub.org/articles/12198815501/North-America-Mexico-Cerro-Blanco,-104.0658738,"Penon Blanco, Mexico",1975
45.8230494,http://publications.americanalpineclub.org/articles/12195930302/North-America-United-States-Washington-West-Face-of-Liberty-Bell-Cascades,-121.8522443,"Washington, Cascades",1959
48.5122222,http://publications.americanalpineclub.org/articles/12195930401/North-America-United-States-Washington-North-Face-of-North-Early-Winter-Spire,-120.6552777,North Early Winter Spire,1959
48.5263888,http://publications.americanalpineclub.org/articles/12195930402/North-America-United-States-Washington-South-Face-of-Cutthroat-Peak,-120.7036111,Cutthroat Peak,1959
48.6034935,http://publications.americanalpineclub.org/articles/12195930403/North-America-United-States-Washington-North-Face-of-Golden-Horn,-120.749604,"Golden Horn, WA",1959
40.5610925,http://publications.americanalpineclub.org/articles/12196418201/North-America-United-States-Utah-West-Bell-Tower,-111.7724509,Bells Canyon,1964
47.5295651,http://publications.americanalpineclub.org/articles/12196417201/North-America-United-States-WashingtonCascade-Mountains-Snow-Creek-Wall-New-Routes,-120.718698,"Washington, Snow Creek Wall",1964
48.5115158,http://publications.americanalpineclub.org/articles/12195354002/North-America-United-States-Washington-North-Cascades-Forbidden-Peak-North-Ridge-of-Forbidden-Peak,-121.0578916,"Washington, Forbidden Peak",1953
45.7479382,http://publications.americanalpineclub.org/articles/12195354100/North-America-United-States-Washington-The-Environs-of-Silver-Star,-122.2740848,"Mount Silver Star, WA",1953
48.5191666,http://publications.americanalpineclub.org/articles/12195808302/North-America-United-States-Washington-Half-Moon-Peak-Kangaroo-Ridge,-120.6175,"Washington, Kangaroo Ridge",1958
48.5115158,http://publications.americanalpineclub.org/articles/12195930601/North-America-United-States-Washington-Forbidden-Peak-Direct-East-Ridge,-121.0578916,"Washington, Forbidden Peak",1959
43.7635473,http://publications.americanalpineclub.org/articles/12196012504/North-America-United-States-Wyoming-Peak-9980-East-Face,-110.7660184,"cascade creek, WY",1960
53.1104845,http://publications.americanalpineclub.org/articles/12196013901/North-America-Canada-British-Columbia-Mount-Robson,-119.1565461,"Canada, Mount Robson",1960
47.7228674,http://publications.americanalpineclub.org/articles/12196347501/North-America-United-States-Washington-Cascade-Mountains-Mount-Challenger-West-Peak,-123.3487845,"Washington, West Peak",1963
44.079913,http://publications.americanalpineclub.org/articles/12196347904/North-America-United-States-Idaho-Sawtooth-Range-Warbonnet-North-Face,-115.0536243,"Idaho, Warbonnet",1963
44.0601828,http://publications.americanalpineclub.org/articles/12196348001/North-America-United-States-Idaho-Sawtooth-Range-Packrat-North-Face,-115.0234168,"Idaho, Packrat",1963
40.5229894,http://publications.americanalpineclub.org/articles/12196348201/North-America-United-States-Utah-West-Face-of-Lone-Peak-The-Book,-111.7690134,"Utah, The ""Book""",1963
40.5266674,http://publications.americanalpineclub.org/articles/12196348302/North-America-United-States-Utah-North-Face-of-South-Peak-of-Lone-Peak,-111.791147,"Lone Peak, UT",1963
43.1482975,http://publications.americanalpineclub.org/articles/12196349201/North-America-United-States-WyomingWind-River-Range-Stroud-Peak-North-Face,-109.7094833,"Stroud Peak, WY",1963
42.7748056,http://publications.americanalpineclub.org/articles/12196418903/North-America-United-States-WyomingWind-Rivers-Bollinger-Peak-Southwest-Face,-109.2278294,"Cirque of Towers, WY",1964
42.7748056,http://publications.americanalpineclub.org/articles/12196419001/North-America-United-States-WyomingWind-Rivers-Pingora-West-Face,-109.2278294,Pingora,1964
42.8620801,http://publications.americanalpineclub.org/articles/12196419301/North-America-United-States-WyomingWind-Rivers-Redwall-Peak-East-Face,-109.2652099,"Grave Lake, WY",1964
51.3273486,http://publications.americanalpineclub.org/articles/12196420302/North-America-Canada-Canadian-Rockies-Mount-Eisenhower-South-Face,-115.9657409,"Canada, Mount Eisenhower",1964
51.6647405,http://publications.americanalpineclub.org/articles/12196420401/North-America-Canada-Canadian-Rockies-Crow-Peaks,-116.4700097,"Bow Lake, Canada",1964
45.1496637,http://publications.americanalpineclub.org/articles/12196541802/North-America-United-States-Montana-Beartooth-Range-Glacier-Peak-North-Face,-109.849345,"Montana, Glacier Peak",1965
42.8715003,http://publications.americanalpineclub.org/articles/12196542801/North-America-United-States-Wyoming-Wind-River-Range-Mount-Bonneville-West-Face,-109.347797,"mount Bonneville, WY",1965
48.0415406,http://publications.americanalpineclub.org/articles/12196613101/North-America-United-States-WashingtonCascade-Mountains-Sloan-Peak-East-Face,-121.3752132,Sloan Peak,1966
47.5295651,http://publications.americanalpineclub.org/articles/12196613102/North-America-United-States-WashingtonCascade-Mountains-Snow-Creek-Wall-New-Routes,-120.718698,"Washington, Snow Creek Wall",1966
48.5098,http://publications.americanalpineclub.org/articles/12196613402/North-America-United-States-WashingtonCascade-Mountains-Half-Moon-Peak-West-Face,-120.61,"Half Moon Peak, WA",1966
37.8785711,http://publications.americanalpineclub.org/articles/12196613801/North-America-United-States-CaliforniaYosemite-Daff-Dome-South-Face-the-Crescent-Arch,-119.4129378,"California, Daff Dome",1966
52.6503896,http://publications.americanalpineclub.org/articles/12196616002/North-America-Canada-Canadian-Rockies-Mount-Blackhorn-North-Face,-118.1547085,"Canada, Mount Blackhorn",1966
48.5098,http://publications.americanalpineclub.org/articles/12196613402/North-America-United-States-WashingtonCascade-Mountains-Half-Moon-Peak-West-Face,-120.61,"Half Moon Peak, WA",1967
36.8205552,http://publications.americanalpineclub.org/articles/12196735401/North-America-United-States-Arizona-Owl-Rock,-110.2498543,"Arizona, Owl Rock",1967
42.7899802,http://publications.americanalpineclub.org/articles/12196735901/North-America-United-States-WyomingWind-River-Range-Buffalo-Head-Northeast-Face,-109.2146269,"Lizard Head, WY",1967
42.8763418,http://publications.americanalpineclub.org/articles/12196736002/North-America-United-States-WyomingWind-River-Range-Musembeah-Peak-Northeast-Buttress,-109.3006891,"Wyoming, Musembeah Peak",1967
51.0050403,http://publications.americanalpineclub.org/articles/12196736901/North-America-Canada-Canadian-Rockies-Mount-Vrendrye-East-Face,-116.1101052,"Mont Verendrye, Canada",1967
50.7683333,http://publications.americanalpineclub.org/articles/12196737502/North-America-Canada-Bugaboos-Northpost-Spire-North-Face,-116.7683333,"Canada, Northpost Spire",1967
42.708592,http://publications.americanalpineclub.org/articles/12196815201/North-America-United-States-Wyoming-Other-Ranges-Continental-Tower-Wind-River-Range,-109.1457355,"Wind River Peak, WY",1968
42.627312,http://publications.americanalpineclub.org/articles/12196815202/Little-Sandy-Buttress,-109.1263762,"Little Sandy Lake, WY",1968
36.9812039,http://publications.americanalpineclub.org/articles/12196815403/North-America-United-States-Arizona-Middle-Sister-Monument-Valley,-110.2641869,"Monument Valley, AZ",1968
52.0183725,http://publications.americanalpineclub.org/articles/12196816801/North-America-Canada-Canadian-Rockies-Mount-Wilson-Southwest-Face,-116.8367718,"Mount Wilson, Canada",1968
36.7720682,http://publications.americanalpineclub.org/articles/12196939301/North-America-United-States-California-Sierra-Nevada-Nameless-Pyramid-East-Face,-118.377895,"Kearsarge Pass, CA",1969
42.708564,http://publications.americanalpineclub.org/articles/12196940301/North-America-United-States-Wyoming-Wind-River-Range-Wind-River-Peak-New-Route-on-the-North-Buttress,-109.128183,"Wyoming, Wind River Peak",1969
43.7141163,http://publications.americanalpineclub.org/articles/12196940302/North-America-United-States-Wyoming-Wind-River-Range-Pilot-Knob-South-Face,-110.0471243,"Wyoming, Pilot Knob",1969
36.109406,http://publications.americanalpineclub.org/articles/12197644404/North-America-United-States-California-Sierra-Nevada-the-Needles-South-Face-of-the-Wizard,-118.4933078,"The Needles, CA",1976
36.9469444,http://publications.americanalpineclub.org/articles/12197644501/North-America-United-States-California-Sierra-Nevada-Kettle-Dome-West-Face,-118.7858333,"California, Kettle Dome",1976
36.534016,http://publications.americanalpineclub.org/articles/12197644505/North-America-United-States-California-Sierra-Nevada-Peak-12160-Peaklet-Wall,-118.2440154,"Tuttle Creek, CA",1976
36.5899349,http://publications.americanalpineclub.org/articles/12197644804/North-America-United-States-California-Sierra-Nevada-Mount-Russell-South-Ridge-to-East-Peak,-118.2906469,"California, Mount Russell",1976
37.07495,http://publications.americanalpineclub.org/articles/12197644902/North-America-United-States-California-Sierra-Nevada-Clyde-Palisade-Primrose-Ridge,-118.4816577,"Norman Clyde Peak, CA",1976
37.7330254,http://publications.americanalpineclub.org/articles/12197644904/North-America-United-States-California-Sierra-Nevada-Sugarloaf-Dome-Southwest-Face,-119.5158425,"Little Yosemite Valley, CA",1976
37.0682619,http://publications.americanalpineclub.org/articles/12197645301/North-America-United-States-Utah-Sewing-Machine-Needle-Southern-Canyonlands-Lake-Powell,-111.2433108,"Utah, Lake Powell",1976
36.5616014,http://publications.americanalpineclub.org/articles/12197717703/North-America-United-States-California-Sierra-Nevada-East-Face-of-Lone-Pine-Peak-Three-Arrows,-118.2250896,Lone Pine Peak,1977
49.7866908,http://publications.americanalpineclub.org/articles/12197720501/North-America-Canada-Interior-Ranges-Gladsheim-Peak-Valhalla-Group-Southwest-Face-Selkirks,-117.6447747,"Gladsheim Peak, Canada",1977
50.409211,http://publications.americanalpineclub.org/articles/12197720502/North-America-Canada-Interior-Ranges-Mount-Amon-Ra-East-Face-Purcells,-116.6536956,"Canada, Purcells",1977
60.1666667,http://publications.americanalpineclub.org/articles/12197851504/North-America-United-States-Alaska-Chigmit-Mountains-The-Tusk-Attempt,-153.5833333,"Alaska, Chigmit Mountains",1978
37.1229992,http://publications.americanalpineclub.org/articles/12197852502/North-America-United-States-California-Sierra-Nevada-Maxson-Dome-South-Face,-118.9545572,"California, Maxson Dome",1978
48.7704829,http://publications.americanalpineclub.org/articles/12197918402/North-America-United-States-Washington-Cascade-Mountains-Jack-Mountain-North-Face,-120.981273,"Jack Mountain, WA",1979
36.5899349,http://publications.americanalpineclub.org/articles/12197918804/North-America-United-States-California-Sierra-Nevada-Mount-Russell-Beowulfs-Revenge,-118.2906469,"California, Mount Russell",1979
36.786554,http://publications.americanalpineclub.org/articles/12198054501/North-America-United-States-California-Sierra-Nevada-Range-Kings-Canyon-The-Red-Blade,-118.6814108,"Cedar Grove, CA",1980
38.1957606,http://publications.americanalpineclub.org/articles/12198117204/North-America-United-States-CaliforniaSierra-Nevada-Flatiron-Butte-Sawtooth-Ridge-Area,-119.495908,"California, Flatiron Butte",1981
38.327691,http://publications.americanalpineclub.org/articles/12198117301/North-America-United-States-CaliforniaSierra-Nevada-Sonora-Pass-Crag-Sonora-Pass-Area,-119.6368387,Sonora Pass,1981
36.7290643,http://publications.americanalpineclub.org/articles/12198117302/North-America-United-States-CaliforniaSierra-Nevada-Sugarloaf-Dome-Kings-Canyon-Area,-118.6660693,,1981
38.4755555,http://publications.americanalpineclub.org/articles/12198215204/North-America-United-States-Utah-Canonlands-Zeus-Sisyphus,-109.9108333,"Utah, Zeus",1982
36.716308,http://publications.americanalpineclub.org/articles/12198315401/North-America-United-States-CaliforniaSierra-Nevada-North-Guard-East-Face-1981,-118.5019807,"North Guard, CA",1983
48.1620736,http://publications.americanalpineclub.org/articles/12198416203/North-America-United-States-Washington-Cascade-Mountains-Fernow-North-Face-Ice-Apron-Variation,-120.808155,"Washington, Fernow",1984
36.7601312,http://publications.americanalpineclub.org/articles/12198416602/Bubbs-Creek-Wall-Aquaman,-118.4472734,"Mount Bago, CA",1984
36.5885514,http://publications.americanalpineclub.org/articles/12198519101/North-America-United-States-CaliforniaSierra-Nevada-Whitney-Portal-Corpus-Christi-Buttress,-118.2377882,"Whitney Portal, CA",1985
38.0448227,http://publications.americanalpineclub.org/articles/12198519600/North-America-United-States-CaliforniaYosemite-Quarry-Peak-East-Face,-119.4284725,"Quarry Peak, CA",1985
42.8843322,http://publications.americanalpineclub.org/articles/12198520503/North-America-United-States-WyomingWind-River-Range-Pronghorn-East-Face,-109.3560123,"Middle Fork Lake, WY",1985
51.0166666,http://publications.americanalpineclub.org/articles/12198521403/North-America-Canada-British-ColumbiaCoast-Range-Mount-Winstone-North-Face-and-North-Face-Direct-1983,-123.7116666,"Canada, Mount Winstone",1985
49.5802211,http://publications.americanalpineclub.org/articles/12198618201/North-America-Canada-Canadian-Coast-Range-Mount-Grainger,-122.0823436,"Canada, Mount Grainger",1986
52.5527775,http://publications.americanalpineclub.org/articles/12198814702/North-America-Canada-British-Columbia-Thunder-Mountain-Northeast-Face-and-Glacier-Bella-Coola-Area-British-Columbia-Coast-Range-1986,-126.3783948,"Thunder Mountain, Canada",1988
50.5958333,http://publications.americanalpineclub.org/articles/12198814804/North-America-Canada-Interior-Ranges-Mount-Mifheim-Monashee-Range,-118.1297222,Mount Niflheim,1988
